,UTCDateTime,Pressao (mB),Temperatura (°C),Umidade (%),ur_correnteMotor,UR_KWH,UR_KWh_TR,UR_TEMP_ENTRADA,UR_TEMP_SAIDA,ur_temp_entrada_condensacao,ur_temp_saida_condensacao,temp_externa,TR,delta_AG,delta_AC,FimDeSemana,HorarioComercial,VAG Predio,Ligados
0,2023-06-01 03:00:00,1013.5,21.3,93.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.200000762939453,20.5,22.25726890563965,0.0,5.800000190734863,0.2999992370605469,0,0,22.92031617462635,50.0
1,2023-06-01 03:30:00,1013.65,21.549999999999997,82.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.200000762939453,20.5,22.25726890563965,0.0,5.800000190734863,0.2999992370605469,0,0,21.167819084392654,50.0
2,2023-06-01 04:00:00,1013.7,21.8,71.0,0.0,0.0,0.0,19.700000762939453,13.800000190734863,20.200000762939453,20.5,22.405916213989258,0.0,5.90000057220459,0.2999992370605469,0,0,21.28613615863853,50.0
3,2023-06-01 04:30:00,1013.5,21.8,69.0,0.0,0.0,0.0,19.700000762939453,13.699999809265137,20.200000762939453,20.5,22.405916213989258,0.0,6.000000953674316,0.2999992370605469,0,0,15.33169775042269,41.666666666666664
4,2023-06-01 05:00:00,1013.4,21.7,67.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.200000762939453,20.5,22.405916213989258,0.0,5.800000190734863,0.2999992370605469,0,0,15.135853537254864,41.666666666666664
5,2023-06-01 05:30:00,1013.2,21.7,68.5,0.0,0.0,0.0,19.5,13.800000190734863,20.200000762939453,20.5,22.405916213989258,0.0,5.699999809265137,0.2999992370605469,0,0,15.564049434330729,41.666666666666664
6,2023-06-01 06:00:00,1013.0,21.8,69.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.100000381469727,20.5,22.405916213989258,0.0,5.800000190734863,0.39999961853027344,0,0,13.713193262616793,36.111111111111114
7,2023-06-01 06:30:00,1012.75,21.75,66.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.100000381469727,20.399999618530273,22.405916213989258,0.0,5.800000190734863,0.2999992370605469,0,0,13.537397098210123,36.111111111111114
8,2023-06-01 07:00:00,1012.8,21.8,64.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.100000381469727,20.399999618530273,22.405916213989258,0.0,5.800000190734863,0.2999992370605469,0,0,13.583670197261704,36.111111111111114
9,2023-06-01 07:30:00,1013.0,21.8,66.5,0.0,0.0,0.0,19.399999618530273,13.800000190734863,20.100000381469727,20.399999618530273,22.405916213989258,0.0,5.59999942779541,0.2999992370605469,0,0,15.723571570383179,38.888888888888886
10,2023-06-01 08:00:00,1013.2,21.7,69.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.100000381469727,20.399999618530273,22.405916213989258,0.0,5.800000190734863,0.2999992370605469,0,1,20.640143531892036,44.44444444444444
11,2023-06-01 08:30:00,1013.45,21.4,71.5,0.0,0.0,0.0,19.5,13.800000190734863,20.100000381469727,20.299999237060547,22.405916213989258,0.0,5.699999809265137,0.1999988555908203,0,1,18.506365357173813,47.22222222222222
12,2023-06-01 09:00:00,1013.8,21.3,73.0,0.0,0.0,0.0,19.600000381469727,13.800000190734863,20.100000381469727,20.399999618530273,22.257259368896484,0.0,5.800000190734863,0.2999992370605469,0,1,26.03597596453296,61.111111111111114
